Timestamp,How old are you?,What industry do you work in?,Job title,What is your annual salary?,Please indicate the currency,Where are you located? (City/state/country),How many years of post-college professional work experience do you have?
4/24/2019 13:23:47,25-34,Healthcare,Administrative Assistant,44290,USD,"Massachusetts, USA",5-7 years
4/24/2019 13:23:50,25-34,education,coordinator,"53,000",USD,"san francisco, ca",5-7 years
4/24/2019 13:23:56,25-34,Legal support,Paralegal,46000,USD,Atlanta Georgia,8 - 10 years
4/24/2019 13:23:56,35-44,Software,Data Analyst,84000,USD,"Greenwich, CT",8 - 10 years
4/24/2019 13:24:07,35-44,Mortgage Title Services ,Escrow,"50,000",USD,Detroit Michigan ,11 - 20 years
4/24/2019 13:24:08,18-24,Pharmaceutical,Microbiology Intern,$36000/year before tax,CAD,Montreal/Quebec/Canada,1 year or less
4/24/2019 13:24:09,35-44,Higher Education,Library tech,41737,USD,Carrollton Georgia,11 - 20 years
4/24/2019 13:24:15,25-34,Technology,Sr. Software Developer,112000,USD,Atlanta,5-7 years
4/24/2019 13:24:18,35-44,Government,"Director, Strategic Communications","$132,000",CAD,"Toronto, ON, Canada",11 - 20 years
4/24/2019 13:24:18,25-34,Publishing,Publicity Manager,"65,000",USD,New York City,5-7 years
4/24/2019 13:24:19,25-34,,Human Resources Generalist,50000,USD,Baltimore/MD/USA,5-7 years
4/24/2019 13:24:20,25-34,Legal,Police attorney/prosecutor,619000,Other,Norway,2 - 4 years
4/24/2019 13:24:24,25-34,Media,Product Manager,"70,000 w/ bonus, 65 w/o",USD,Boston,5-7 years
4/24/2019 13:24:26,35-44,Software,Technical Writer,52000,USD,"Chicago, IL, USA",11 - 20 years
4/24/2019 13:24:26,18-24,Nonprofit fundraising,Development Assistant,"31,200",USD,"Birmingham, AL",1 year or less
4/24/2019 13:24:28,35-44,Higher Education,Senior Product Development Manager,50120,GBP,"Milton Keynes, England",11 - 20 years
4/24/2019 13:24:30,35-44,Legal Services (non profit),Deputy Director,91000,USD,NY/NY/USA,8 - 10 years
4/24/2019 13:24:31,45-54,Higher Education,Chief Department Administrator,140000,USD,Midwest USA,11 - 20 years
4/24/2019 13:24:32,35-44,Government,Human Resources Director,"75,000",USD,"Indianapolis, IN ",11 - 20 years
4/24/2019 13:24:32,25-34,Marketing & Communications (nonprofit),Marketing & Communications Manager,"60,000",USD,"Staten Island, New York, America",5-7 years
4/24/2019 13:24:33,35-44,Higher Ed,Assistant Director,"75,000",USD,"Boston, MA ",11 - 20 years
4/24/2019 13:24:36,25-34,Law,Associate,"190,000",USD,"Washington, DC",1 year or less
4/24/2019 13:24:38,25-34,Commodity hedging / purchasing,Commodities Specialist,71760,USD,"Greater Chicago Area, IL, USA",8 - 10 years
4/24/2019 13:24:38,25-34,Chemicals manufacturing,Research Chemist,125000,USD,Delaware/USA,2 - 4 years
4/24/2019 13:24:38,35-44,Health care,Policy Analyst,"78,000",USD,Omaha/NE/USA,8 - 10 years
4/24/2019 13:24:41,55-64,Higher Ed,Photographer,"78,000",USD,"North Carolina, USA",31 - 40 years
4/24/2019 13:24:43,45-54,Publishing/Print,Sales Manager,81500,USD,"New York, NY, USA",21 - 30 years
4/24/2019 13:24:43,25-34,Marketing & Communications (nonprofit),Marketing & Communications Manager,"60,000",USD,"Staten Island, New York, America",5-7 years
4/24/2019 13:24:43,18-24,Technical and customer supp,Technical trainer,41600,USD,"Chico, Ca, USA",2 - 4 years
4/24/2019 13:24:44,25-34,Finance,Assistant Office Manager,51000,USD,"Boston, MA, USA",5-7 years
4/24/2019 13:24:46,25-34,Restaurants,HR Manager,95000,USD,Costa Mesa/CA/USA,8 - 10 years
4/24/2019 13:24:47,25-34,Higher Education,Librarian,"67,980",USD,"Nevada, USA",5-7 years
4/24/2019 13:24:52,35-44,Pharmacy ,Pharmacy Dispenser,"15,600",GBP,UK,8 - 10 years
4/24/2019 13:24:53,35-44,e-commerce,director,"85,000",USD,"Saint Louis, MO USA",11 - 20 years
4/24/2019 13:24:53,25-34,Government,Procurement Analyst,127000,USD,Washington DC USA,11 - 20 years
4/24/2019 13:24:53,18-24,Clothing,Retail Operations Specialist,31200,USD,"Boulder, CO",1 year or less
4/24/2019 13:24:58,45-54,Not-for-profit Association,User Experience Manager,"100,000",USD,"Leawood, Kansas, USA",11 - 20 years
4/24/2019 13:25:06,35-44,Libraries,Library Information Associate,"about $30,000",USD,"Farmville, VA",11 - 20 years
4/24/2019 13:25:08,25-34,Museum Education,Education Specialist,"34,000",USD,"San Francisco, CA",5-7 years
4/24/2019 13:25:09,35-44,Association ,Executive Assistant ,89000,USD,"Washignton, DC",11 - 20 years
4/24/2019 13:25:23,25-34,Academic Library,Library Access Services Assistant Manager,"45,000",USD,"Portland, Oregon, USA",8 - 10 years
4/24/2019 13:25:23,25-34,Military,Academics Officer ,80000,USD,Jacksonville/NC/usa,8 - 10 years
4/24/2019 13:25:26,35-44,Technology ,Senior Benefits & Wellness Analyst,71500,USD,"Chicago, IL, USA",11 - 20 years
4/24/2019 13:25:29,45-54,Museum,Education manager,43500,USD,Texas,11 - 20 years
4/24/2019 13:25:30,25-34,Wholesale,Tax Manager,"$103,000",CAD,"Greater Toronto Area, Ontario, Canada",11 - 20 years
4/24/2019 13:25:32,25-34,Higher Education,Librarian/Assistant Professor,"57,000",USD,Washington/DC/USA,8 - 10 years
4/24/2019 13:25:37,25-34,Real estate ,Office Coordinator ,"29,000",USD,California,2 - 4 years
4/24/2019 13:25:40,35-44,College athletics,Director of Compliance,"42,000",USD,Kentucky,5-7 years
4/24/2019 13:25:44,25-34,Finance,Personal Assistant,35000,GBP,"London, United Kingdom",11 - 20 years
4/24/2019 13:25:45,55-64,Education,Teacher,38000,GBP,United Kingdom,21 - 30 years
4/24/2019 13:25:49,35-44,Library,Children's Librarian,47000,USD,North Carolina,8 - 10 years
4/24/2019 13:25:53,25-34,Education/ Human services,Early Years coach ,"53,000",CAD,Calgary Alberta Canada ,8 - 10 years
4/24/2019 13:25:54,25-34,Academic Libraries,Librarian,"51,000",USD,"Saranac Lake, NY, USA",8 - 10 years
4/24/2019 13:25:55,25-34,,Fund Development Coordinator ,"40,000",CAD,,2 - 4 years
4/24/2019 13:26:04,35-44,Health Care,Training and Communication Specialist,62500,USD,"Phoenix, AZ, USA",11 - 20 years
4/24/2019 13:26:07,25-34,Retail Management,Store Manager,"65,000",USD,Maryland DC Metro Area,8 - 10 years
4/24/2019 13:26:07,25-34,nonprofit,chief of staff,75000,USD,"Philadelphia, PA",8 - 10 years
4/24/2019 13:26:09,25-34,Museum,Administrative Assistant,"$40,000",USD,Washington DC,2 - 4 years
4/24/2019 13:26:14,45-54,Healthcare,HR Manager,"$80,000.00",USD,"Louisville, Kentucky USA",11 - 20 years
4/24/2019 13:26:16,25-34,Construction,Estimator,75000,CAD,Hamilton/ON/Canada,8 - 10 years
4/24/2019 13:26:21,35-44,Education,Music Teacher/Educational Consultant,35000,CAD,"Hamilton, Ontario, Canada",5-7 years
4/24/2019 13:26:23,25-34,Nonprofit,Manager,52000,USD,Chicago,5-7 years
4/24/2019 13:26:25,45-54,Construction,Structural Engineer,90000,USD,Arlington/Virginia/USA,11 - 20 years
4/24/2019 13:26:25,35-44,Meeting Planning,Meeting Planner,54500,USD,New York/NY/USA,11 - 20 years
4/24/2019 13:26:29,25-34,Journalism (membership mag for non-profit),Staff writer,"23,000",GBP,"London, United Kingdom",5-7 years
4/24/2019 13:26:31,45-54,Insurance brokerage,Principal/Benefits Consultant,"$190,000 plus bonus",USD,"Stamford, CT",31 - 40 years
4/24/2019 13:26:41,35-44,IT,Cloud platform engineering team lead,72000,EUR,"Berlin, Germany",5-7 years
4/24/2019 13:26:43,45-54,Engineering Consulting,Director,"$116,000",USD,"Pittsburgh, PA, USA",21 - 30 years
4/24/2019 13:26:51,35-44,Healthcare,Project Coordinator,65312,USD,North Carolina,8 - 10 years
4/24/2019 13:27:01,25-34,Education,Communications Officer,"69,000",CAD,"Ontario, Canada",8 - 10 years
4/24/2019 13:27:01,25-34,Digital Media,Search & Social Director,"$126,000",USD,"NY, NY, US",8 - 10 years
4/24/2019 13:27:01,25-34,K-12 education ,Analyst,"75,368",USD,"Seattle, WA, USA",8 - 10 years
4/24/2019 13:27:03,25-34,,Call Centre Agent - Federal Department,"50,000",CAD,,5-7 years
4/24/2019 13:27:06,25-34,Aviation,Aircraft Dispatcher,"115,000",USD,Dallas/TX/USA,5-7 years
4/24/2019 13:27:11,25-34,Nonprofit,Meetings & Events Coordinator,"$56,000",USD,"New York, NY",8 - 10 years
4/24/2019 13:27:11,35-44,Nonprofit scholarly publishing,senior marketing manager,"$107,000",USD,"Washington, DC, U.S.",11 - 20 years
4/24/2019 13:27:14,45-54,Franchising ,Legal and Lease Administrator,"$64,000",CAD,"Metro Vancouver, BC, Canada",21 - 30 years
4/24/2019 13:27:14,25-34,Video Production,Associate Producer,"42,000",USD,"Seattle, WA",5-7 years
4/24/2019 13:27:16,25-34,Media/Advertising,Senior Media Buyer,80500,USD,"Los Angeles, CA",8 - 10 years
4/24/2019 13:27:21,25-34,Technology,Software engineer,"110,000 per year ",USD,"Boston, MA",8 - 10 years
4/24/2019 13:27:27,25-34,State Government/Finance,Receptionist,35000,USD,Richmond VA,2 - 4 years
4/24/2019 13:27:31,25-34,Research / Consulting,Senior programmer analyst,86000,USD,Michigan/US,2 - 4 years
4/24/2019 13:27:31,25-34,Higher education,HR Generalist,57500,USD,"Madison, WI, USA",5-7 years
4/24/2019 13:27:38,25-34,Government Archives,Library Technician,"40,825",USD,"Washington, DC, USA",2 - 4 years
4/24/2019 13:27:41,35-44,Higher Education,Team Lead/Senior Administrator,"83,000",CAD,"Toronto, ON, Canada",8 - 10 years
4/24/2019 13:27:50,25-34,Planning,Community Planner,"71,000",USD,"Columbia, MD",5-7 years
4/24/2019 13:27:51,25-34,College Athletics ,Assistant Athletics Director,60000,USD,"Tallahassee, FL",8 - 10 years
4/24/2019 13:27:54,35-44,Higher Education ,Chair ,94 000,CAD,Canada,11 - 20 years
4/24/2019 13:27:57,18-24,Higher Ed,Administrative Aide,55k,USD,NYC,2 - 4 years
4/24/2019 13:27:58,25-34,Political Consulting,Vice President,"60,000",USD,"Washington, DC",11 - 20 years
4/24/2019 13:28:02,25-34,Science,Senior Battery Engineer,"105,000",USD,"Denver, CO",8 - 10 years
4/24/2019 13:28:03,25-34,Manufacturing,Director of Human Resources,80000,USD,Western NY,8 - 10 years
4/24/2019 13:28:04,45-54,IT,Lead System Engineer,135000,USD,Seattle/WA/USA,11 - 20 years
4/24/2019 13:28:05,35-44,Software,Senior revenue accountant ,95000,USD,"Denver, co USA ",11 - 20 years
4/24/2019 13:28:08,25-34,Non-Profit,Development Coordinator,"42,000",USD,"Atlanta, GA",2 - 4 years
4/24/2019 13:28:16,35-44,Tech/Print/Publishing,Instructional Designer,"50,000",USD,"Austin, TX, USA",11 - 20 years
4/24/2019 13:28:16,35-44,Nonprofit,Associate Director of Development,"55,000",USD,"Chicago, IL, USA",5-7 years
4/24/2019 13:28:21,25-34,Government/Environmental,Environmental Resources Program Manager,"58,176",USD,"Charleston, WV, US",8 - 10 years
4/24/2019 13:28:23,25-34,Human Resources,Generalist,59000,USD,"Sacramento, CA, USA",5-7 years
4/24/2019 13:28:24,35-44,City Government,Librarian II,55000,USD,"San Antonio, TX, USA",5-7 years
4/24/2019 13:28:26,45-54,Journalism,Editor,83000,USD,"Washington, DC",21 - 30 years
4/24/2019 13:28:28,25-34,Parks and Recreation,Special Projects Facilitator,"$42,000",USD,"Chicago, IL",2 - 4 years
4/24/2019 13:28:31,25-34,Advertising,Client Manager,98000,USD,"Washington, DC",8 - 10 years
4/24/2019 13:28:31,35-44,Pharma,Plant Technician,"42,000",USD,"Omaha, NE, USA",2 - 4 years
4/24/2019 13:28:32,25-34,Tech,Senior Product Marketing Manager,"125,000",USD,"San Francisco, CA",11 - 20 years
4/24/2019 13:28:37,45-54,healthcare,administrative assistant,"23,000",USD,,11 - 20 years
4/24/2019 13:28:37,45-54,Telecom,Director ,145000,USD,Reston/VA/USA,21 - 30 years
4/24/2019 13:28:39,25-34,Academia,Assistant Professor,"66,000",USD,,8 - 10 years
4/24/2019 13:28:42,45-54,Government Consulting,Senior Project Manager,"136,000",USD,"Washington, DC",21 - 30 years
4/24/2019 13:28:44,55-64,Material handling,Marketing manager,96K,USD,"Milwaukee, WI",21 - 30 years
4/24/2019 13:28:46,25-34,Consumer Products,Packaging Engineer,69000,USD,"Kennesaw, GA, USA",5-7 years
4/24/2019 13:28:50,25-34,Higher Education,Senior Career Coach,"48,500",USD,"Austin, TX, USA",5-7 years
4/24/2019 13:28:51,65 or over,Automotive,Office Manager,54000,USD,"Spokane Valley, WA,USA",41 years or more
4/24/2019 13:28:56,35-44,Higher Education,Coordinator,"47,320",USD,"Los Angeles, CA",21 - 30 years
4/24/2019 13:28:58,25-34,Marketing,Digital Designer,"$58,500",USD,"Alexandria, VA, USA",8 - 10 years
4/24/2019 13:29:03,25-34,Software,Software Engineer,66000,USD,"Portsmouth, NH, USA",2 - 4 years
4/24/2019 13:29:08,35-44,,Contracts Manager,"70,172",USD,,11 - 20 years
4/24/2019 13:29:13,25-34,Recruiting,Practice Admin,63000,USD,"Portland, ME, USA",8 - 10 years
4/24/2019 13:29:15,25-34,Hospitality/Event Planning,Confernece Planner,"$49,955",USD,"Charlotte, NC, USA",2 - 4 years
4/24/2019 13:29:15,25-34,publishing,production editor,50000,USD,"Boston, MA, USA",5-7 years
4/24/2019 13:29:19,25-34,,Mergers and Acquisitions Associate,"87,550",USD,,2 - 4 years
4/24/2019 13:29:21,25-34,Event Management,Travel Manager,50000,USD,"New York, NY",5-7 years
4/24/2019 13:29:23,25-34,Appare,Senior Developer ,82000,USD,,2 - 4 years
4/24/2019 13:29:31,25-34,Bookselling,Marketing Coordinator,38000,USD,"Portland, OR",8 - 10 years
4/24/2019 13:29:32,35-44,Auto Industry,Project Manager,"120,000",USD,"Troy, MI USA",21 - 30 years
4/24/2019 13:29:34,25-34,Tech,Sales Operations Manager,135000,USD,"San Francisco, CA, USA",5-7 years
4/24/2019 13:29:34,25-34,Publishing,Editor,"70,000",USD,"Philadelphia, Pennsylvania, United States",8 - 10 years
4/24/2019 13:29:42,25-34,Publishing,Managing editor,"$55,000",USD,"Chicago, IL, USA",5-7 years
4/24/2019 13:29:43,25-34,Nonprofit,Programs Coordinator,"$30,030",USD,"Woodbridge, VA",2 - 4 years
4/24/2019 13:29:45,25-34,Health care,Nurse practitioner,85000,USD,Rochester/NY/USA,1 year or less
4/24/2019 13:29:50,25-34,Marketing,Creative Coordinator,"45,760",USD,"San Luis Obispo, CA USA",5-7 years
4/24/2019 13:29:52,35-44,DoD,Analyst,102135,USD,"Alexandria, VA",11 - 20 years
4/24/2019 13:29:54,65 or over,Environmental engineering,Graphics Manager,"100,000",USD,California,21 - 30 years
4/24/2019 13:30:01,25-34,Aerospace,Structural engineer,"88,600",USD,Lanham/MD/USA,5-7 years
4/24/2019 13:30:04,25-34,Gov't consulting,IO Psychologist,"85,000",USD,Washington DC Metro,8 - 10 years
4/24/2019 13:30:06,35-44,Cyber Security,Information System Security Officer,"122,000",USD,"Denver, CO USA",11 - 20 years
4/24/2019 13:30:09,35-44,University admin,Program Manager,"80,000",USD,San Francisco Bay Area,8 - 10 years
4/24/2019 13:30:12,25-34,Higher Ed/Marketing,Digital Content Strategist,"$59,000",USD,"Ann Arbor, Michigan, USA",2 - 4 years
4/24/2019 13:30:13,25-34,,Inside Sales Manager,49872,USD,,11 - 20 years
4/24/2019 13:30:14,25-34,Healthcare,Pharmacist specialist,"170,000",USD,"Bay area, California",8 - 10 years
4/24/2019 13:30:15,65 or over,Esthetics,Educator,"$30,000",USD,"San Antonio, TX USA",8 - 10 years
4/24/2019 13:30:20,25-34,Non-profit fundraising,Development Associate,"62,000",USD,"New York, NY, USA",8 - 10 years
4/24/2019 13:30:22,45-54,Construction,Marketing Coordinator,68000,USD,"Philadelphia, PA, USA",21 - 30 years
4/24/2019 13:30:28,45-54,Strategy Consulting,Partner,"$185,000",CAD,"Toronto, Ontario, Canada",21 - 30 years
4/24/2019 13:30:31,25-34,Nonprofit,Editorial Coordinator,"47,000",USD,"Washington, DC",5-7 years
4/24/2019 13:30:31,45-54,Government,Administrative Services Officer,106000,USD,"California, USA",21 - 30 years
4/24/2019 13:30:35,25-34,Fashion,Technical Designer,75000,USD,"Los Angeles, CA, USA",8 - 10 years
4/24/2019 13:30:37,45-54,,Web App Developer,85000,USD,Seattle area/USA,11 - 20 years
4/24/2019 13:30:37,35-44,Higher education,Program director,55000,USD,Boston/MA/United States,11 - 20 years
4/24/2019 13:30:41,35-44,Manufacturing,Senior Technical Writer,"75,000",USD,"Harrisburg, PA",11 - 20 years
4/24/2019 13:30:42,25-34,Library,Librarian III,50916,USD,Honolulu/HI/USA,5-7 years
4/24/2019 13:30:43,25-34,Data/Tech/Fundraising,Business Analyst and Report Writer,76500,USD,"Providence, RI USA",11 - 20 years
4/24/2019 13:30:43,35-44,Retail Services,"Senior Manager, Market Research ","$115,000",USD,"Fort Lauderdale, Florida, USA",11 - 20 years
4/24/2019 13:30:44,25-34,Higher Ed,Student Services Coordinator,"41,000",USD,Seattle/WA/USA,1 year or less
4/24/2019 13:30:44,35-44,IT,Systems Analyst,95000,USD,"Washington, DC",21 - 30 years
4/24/2019 13:30:47,35-44,Government,Senior policy advisor,45000,EUR,"The Hague, The Netherlands",11 - 20 years
4/24/2019 13:30:48,35-44,Medical Device,Regulatory Affairs Manager,"129,000",USD,MN,11 - 20 years
4/24/2019 13:30:49,25-34,Library and Archives,Digital Archivist,"40,000",USD,"Raleigh, NC, USA",5-7 years
4/24/2019 13:30:51,35-44,Science and engineering R&D,Systems Engineer,124000,USD,"Albuquerque, NM, USA",11 - 20 years
4/24/2019 13:30:56,35-44,Architecture,Project Manager,"105,000",USD,"Bay Area, CA",11 - 20 years
4/24/2019 13:30:59,25-34,government/archives,archival assistant,58000,CAD,"Job-Gatineau, QC, Canada Me - Ottawa, ON, Canada",8 - 10 years
4/24/2019 13:31:10,25-34,Social Science Research,Research Assistant,"49,192",USD,"Washington, DC, USA",2 - 4 years
4/24/2019 13:31:12,25-34,Libraries,Local History Librarian,48000,USD,"Columbus, OH",8 - 10 years
4/24/2019 13:31:15,35-44,Software,Software deployment consultant,"$65,000",USD,"Portland, Or USA",11 - 20 years
4/24/2019 13:31:17,25-34,Museums,Archivist,41000,USD,"Los Angeles, California, USA",8 - 10 years
4/24/2019 13:31:17,25-34,Medical education,Programs coordinator ,"85,000",USD,"Danbury,CT",8 - 10 years
4/24/2019 13:31:20,25-34,Legal,Client Service Coordinator ,"$41,207",USD,"Chattanooga, TN / USA",11 - 20 years
4/24/2019 13:31:23,25-34,Journalism,Associate editor,"60,000",USD,"Harrisburg, Pa. U.S.",8 - 10 years
4/24/2019 13:31:23,35-44,law,legal assistant,"57,000",USD,"cincinnati, ohio",5-7 years
4/24/2019 13:31:27,25-34,Arts Organisation/books/NGO,Communications and projects manager,30000,EUR,IRELAND,2 - 4 years
4/24/2019 13:31:28,25-34,Academia (Engineering),PhD student,52100,CHF,Switzerland,2 - 4 years
4/24/2019 13:31:30,35-44,IT,Security and System Administrator,"40,000",CAD,"Toronto, Ontario, Canada",11 - 20 years
4/24/2019 13:31:34,55-64,Medical,Associate Archivist,$67K,USD,"NY, NY",21 - 30 years
4/24/2019 13:31:34,35-44,public library,Branch Manager,85000,USD,"Dallas, TX",11 - 20 years
4/24/2019 13:31:41,25-34,Academia/research,Project Manager,82000,USD,"Philadelphia, PA, USA",5-7 years
4/24/2019 13:31:44,25-34,Communications,Senior communications officer,82000,CAD,"Ottawa, Ontario, Canada",5-7 years
4/24/2019 13:31:47,25-34,Technology,Digital Marketing Project Manager,"90,000",USD,"Seattle, WA USA",5-7 years
4/24/2019 13:31:49,35-44,State government,Research Manager,85000,USD,Washington,8 - 10 years
4/24/2019 13:31:50,25-34,Fundraising (higher education),Associate Director of the Annual Fund,"$49,735.00",USD,"Decatur, GA, United States",5-7 years
4/24/2019 13:31:54,25-34,Law,Attorney ,"78,500",USD,"Philadelphia, PA, USA ",5-7 years
4/24/2019 13:31:55,25-34,Academia,Library Specialist,24000,USD,,8 - 10 years
4/24/2019 13:31:58,25-34,Construction,Senior project engineer,90000,USD,Urbana Illinois,5-7 years
4/24/2019 13:31:58,25-34,Government,Senior Research Analyst,"75,000",USD,"St Paul, Minnesota, USA",5-7 years
4/24/2019 13:31:59,25-34,Non-profit,Research Assistant,"40,000",USD,Minneapolis MN,5-7 years
